stop_pattern_id,stop_id,stop_sequence,timepoint
849_1_20240211,9134,0,1
849_1_20240211,9138,1,0
849_1_20240211,9137,2,0
849_1_20240211,9875,3,0
849_1_20240211,9876,4,0
849_1_20240211,9139,5,0
849_1_20240211,9141,6,0
849_1_20240211,9121,7,0
849_1_20240211,8103,8,0
849_1_20240211,9135,9,0
849_1_20240211,9136,10,0
849_1_20240211,8152,11,0
849_1_20240211,8161,12,0
849_1_20240211,9197,13,0
849_1_20240211,8159,14,1
849_0_20240211,8159,0,1
849_0_20240211,8158,1,0
849_0_20240211,8156,2,1
849_0_20240211,9164,3,0
849_0_20240211,9165,4,0
849_0_20240211,8136,5,1
849_0_20240211,8135,6,1
849_0_20240211,9101,7,0
849_0_20240211,9102,8,0
849_0_20240211,8122,9,0
849_0_20240211,8120,10,1
849_0_20240211,8118,11,0
849_0_20240211,9134,12,0
849_0_20240211,9138,13,0
849_0_20240211,9137,14,0
849_0_20240211,9875,15,0
849_0_20240211,9876,16,0
849_0_20240211,9139,17,0
849_0_20240211,9141,18,1
33_1_20240211,4369,0,1
33_1_20240211,4368,1,0
33_1_20240211,4367,2,0
33_1_20240211,4366,3,0
33_1_20240211,4365,4,0
33_1_20240211,4364,5,0
33_1_20240211,4363,6,0
33_1_20240211,4362,7,0
33_1_20240211,4361,8,0
33_1_20240211,4360,9,0
33_1_20240211,4329,10,0
33_1_20240211,4328,11,0
33_1_20240211,4327,12,1
33_1_20240211,4326,13,0
33_1_20240211,4325,14,0
33_1_20240211,4324,15,0
33_1_20240211,4323,16,0
33_1_20240211,4322,17,0
33_1_20240211,4321,18,0
33_1_20240211,4320,19,0
33_1_20240211,4319,20,0
33_1_20240211,4317,21,0
33_1_20240211,4316,22,0
33_1_20240211,4315,23,0
33_1_20240211,4314,24,0
33_1_20240211,4313,25,0
33_1_20240211,4312,26,0
33_1_20240211,4311,27,0
33_1_20240211,5519,28,0
33_1_20240211,5520,29,1
887_1_20240211,8858,0,1
887_1_20240211,8857,1,0
887_1_20240211,8856,2,0
887_1_20240211,8855,3,0
887_1_20240211,8854,4,0
887_1_20240211,8853,5,0
887_1_20240211,8852,6,0
887_1_20240211,8851,7,0
887_1_20240211,8850,8,0
887_1_20240211,8849,9,0
887_1_20240211,8848,10,0
887_1_20240211,8847,11,0
887_1_20240211,8846,12,0
887_1_20240211,8845,13,0
887_1_20240211,8844,14,0
887_1_20240211,8843,15,0
887_1_20240211,8842,16,0
887_1_20240211,8841,17,0
887_1_20240211,8840,18,0
887_1_20240211,8839,19,0
887_1_20240211,8838,20,0
887_1_20240211,8737,21,0
887_1_20240211,8735,22,0
887_1_20240211,8734,23,0
887_1_20240211,8733,24,0
887_1_20240211,8732,25,0
887_1_20240211,8731,26,0
887_1_20240211,8730,27,0
887_1_20240211,9153,28,0
887_1_20240211,9155,29,0
887_1_20240211,9156,30,0
887_1_20240211,9157,31,0
887_1_20240211,9158,32,0
887_1_20240211,9199,33,1
33_0_20240211,5520,0,1
33_0_20240211,5012,1,0
33_0_20240211,5015,2,0
33_0_20240211,5312,3,0
33_0_20240211,5313,4,0
33_0_20240211,5315,5,0
33_0_20240211,5316,6,0
33_0_20240211,5317,7,0
33_0_20240211,5318,8,0
33_0_20240211,5319,9,0
33_0_20240211,5320,10,0
33_0_20240211,5321,11,0
33_0_20240211,5322,12,0
33_0_20240211,5323,13,0
33_0_20240211,5324,14,0
33_0_20240211,5325,15,0
33_0_20240211,5326,16,0
33_0_20240211,5327,17,1
33_0_20240211,5328,18,0
33_0_20240211,5329,19,0
33_0_20240211,5360,20,0
33_0_20240211,5361,21,0
33_0_20240211,5362,22,0
33_0_20240211,5363,23,0
33_0_20240211,5364,24,0
33_0_20240211,5365,25,0
33_0_20240211,5366,26,0
33_0_20240211,5367,27,0
33_0_20240211,5368,28,0
33_0_20240211,5369,29,1
261_1_20240211,1148,0,1
261_1_20240211,1248,1,0
261_1_20240211,1150,2,0
261_1_20240211,1250,3,0
261_1_20240211,1252,4,0
261_1_20240211,1254,5,0
261_1_20240211,1256,6,0
261_1_20240211,1258,7,0
261_1_20240211,1260,8,0
261_1_20240211,1262,9,0
261_1_20240211,1264,10,0
261_1_20240211,1266,11,0
261_1_20240211,1269,12,0
261_1_20240211,1271,13,0
261_1_20240211,1273,14,0
261_1_20240211,1275,15,0
261_1_20240211,1286,16,1
261_1_20240211,1288,17,0
261_1_20240211,1290,18,0
261_1_20240211,1292,19,0
261_1_20240211,1294,20,0
261_1_20240211,1194,21,0
261_1_20240211,1005,22,1
887_0_20240211,8152,0,1
887_0_20240211,8163,1,0
887_0_20240211,8161,2,0
887_0_20240211,8159,3,1
887_0_20240211,8158,4,0
887_0_20240211,8157,5,0
887_0_20240211,8155,6,0
887_0_20240211,8154,7,0
887_0_20240211,8153,8,0
887_0_20240211,9730,9,0
887_0_20240211,9731,10,0
887_0_20240211,9732,11,0
887_0_20240211,9733,12,0
887_0_20240211,9735,13,0
887_0_20240211,9736,14,0
887_0_20240211,9837,15,0
887_0_20240211,9838,16,0
887_0_20240211,9839,17,0
887_0_20240211,9840,18,0
887_0_20240211,9841,19,0
887_0_20240211,9842,20,0
887_0_20240211,9843,21,0
887_0_20240211,9844,22,0
887_0_20240211,9845,23,0
887_0_20240211,9846,24,0
887_0_20240211,9847,25,0
887_0_20240211,9848,26,0
887_0_20240211,9849,27,0
887_0_20240211,8862,28,0
887_0_20240211,9851,29,0
887_0_20240211,9852,30,0
887_0_20240211,9853,31,0
887_0_20240211,9854,32,0
887_0_20240211,9855,33,0
887_0_20240211,9856,34,0
887_0_20240211,9857,35,0
887_0_20240211,9858,36,1
261_0_20240211,1005,0,1
261_0_20240211,1002,1,0
261_0_20240211,1100,2,0
261_0_20240211,1102,3,0
261_0_20240211,1200,4,0
261_0_20240211,1204,5,0
261_0_20240211,1206,6,0
261_0_20240211,1208,7,1
261_0_20240211,1211,8,0
261_0_20240211,1213,9,0
261_0_20240211,1215,10,0
261_0_20240211,1217,11,0
261_0_20240211,1228,12,0
261_0_20240211,1230,13,0
261_0_20240211,1232,14,0
261_0_20240211,1234,15,0
261_0_20240211,1236,16,0
261_0_20240211,1238,17,0
261_0_20240211,1240,18,0
261_0_20240211,1242,19,0
261_0_20240211,1244,20,0
261_0_20240211,1146,21,0
261_0_20240211,1148,22,1
611_1_20240211,4396,0,1
611_1_20240211,4395,1,0
611_1_20240211,4394,2,0
611_1_20240211,4393,3,0
611_1_20240211,4392,4,0
611_1_20240211,4391,5,0
611_1_20240211,4390,6,0
611_1_20240211,4389,7,0
611_1_20240211,4388,8,0
611_1_20240211,4387,9,0
611_1_20240211,4386,10,0
611_1_20240211,4385,11,0
611_1_20240211,4384,12,0
611_1_20240211,4383,13,0
611_1_20240211,4382,14,0
611_1_20240211,4381,15,0
611_1_20240211,4320,16,0
611_1_20240211,4319,17,0
611_1_20240211,4317,18,0
611_1_20240211,4316,19,0
611_1_20240211,4315,20,0
611_1_20240211,4314,21,0
611_1_20240211,4313,22,0
611_1_20240211,4312,23,0
611_1_20240211,5104,24,1
611_1_20240211,5112,25,0
611_1_20240211,4113,26,1
611_1_20240211,5102,27,1
JVL_1_20240211,JOHN,0,1
JVL_1_20240211,RARO,1,1
JVL_1_20240211,KHAN,2,1
JVL_1_20240211,BOXH,3,1
JVL_1_20240211,SIML,4,1
JVL_1_20240211,AWAR,5,1
JVL_1_20240211,NGAI,6,1
JVL_1_20240211,CROF,7,1
JVL_1_20240211,WELL,8,1
JVL_0_20240211,WELL,0,1
JVL_0_20240211,CROF,1,1
JVL_0_20240211,NGAI,2,1
JVL_0_20240211,AWAR,3,1
JVL_0_20240211,SIML,4,1
JVL_0_20240211,BOXH,5,1
JVL_0_20240211,KHAN,6,1
JVL_0_20240211,RARO,7,1
JVL_0_20240211,JOHN,8,1
56_0_20240211,5000,0,1
56_0_20240211,5002,1,0
56_0_20240211,5515,2,0
56_0_20240211,5006,3,0
56_0_20240211,5008,4,0
56_0_20240211,5010,5,0
56_0_20240211,5012,6,0
56_0_20240211,5014,7,0
56_0_20240211,5016,8,1
56_0_20240211,5018,9,0
56_0_20240211,5020,10,0
56_0_20240211,5022,11,0
56_0_20240211,5024,12,0
56_0_20240211,5025,13,0
56_0_20240211,5026,14,0
56_0_20240211,5028,15,0
56_0_20240211,3260,16,0
56_0_20240211,3262,17,0
56_0_20240211,3264,18,0
56_0_20240211,3266,19,0
56_0_20240211,3600,20,0
56_0_20240211,3602,21,0
56_0_20240211,3604,22,0
56_0_20240211,3606,23,0
56_0_20240211,3608,24,1
56_0_20240211,3610,25,0
56_0_20240211,3410,26,0
56_0_20240211,3412,27,0
56_0_20240211,3414,28,0
56_0_20240211,3612,29,0
56_0_20240211,3614,30,0
56_0_20240211,3616,31,0
56_0_20240211,3618,32,0
56_0_20240211,3620,33,0
56_0_20240211,3622,34,0
56_0_20240211,3624,35,0
56_0_20240211,3482,36,0
56_0_20240211,3002,37,0
56_0_20240211,3250,38,1
56_1_20240211,3250,0,1
56_1_20240211,3400,1,0
56_1_20240211,3500,2,0
56_1_20240211,3502,3,0
56_1_20240211,3504,4,0
56_1_20240211,3506,5,0
56_1_20240211,3508,6,0
56_1_20240211,3510,7,0
56_1_20240211,3512,8,0
56_1_20240211,3514,9,0
56_1_20240211,3466,10,0
56_1_20240211,3468,11,0
56_1_20240211,3470,12,0
56_1_20240211,3540,13,1
56_1_20240211,3542,14,0
56_1_20240211,3544,15,0
56_1_20240211,3546,16,0
56_1_20240211,3548,17,0
56_1_20240211,3550,18,0
56_1_20240211,3254,19,0
56_1_20240211,3256,20,0
56_1_20240211,3258,21,0
56_1_20240211,5486,22,0
56_1_20240211,5488,23,0
56_1_20240211,5490,24,0
56_1_20240211,5492,25,0
56_1_20240211,5494,26,0
56_1_20240211,5496,27,0
56_1_20240211,5498,28,0
56_1_20240211,5500,29,0
56_1_20240211,5502,30,0
56_1_20240211,5506,31,0
56_1_20240211,5508,32,0
56_1_20240211,5510,33,0
56_1_20240211,5513,34,0
56_1_20240211,5514,35,0
56_1_20240211,5516,36,1
114_0_20240211,8580,0,1
114_0_20240211,9582,1,0
114_0_20240211,8539,2,0
114_0_20240211,8538,3,0
114_0_20240211,8559,4,1
114_0_20240211,8558,5,0
114_0_20240211,8556,6,0
114_0_20240211,8555,7,0
114_0_20240211,8554,8,0
114_0_20240211,8553,9,0
114_0_20240211,8552,10,0
114_0_20240211,8551,11,0
114_0_20240211,8550,12,0
114_0_20240211,8548,13,1
114_0_20240211,8547,14,0
114_0_20240211,8544,15,0
114_0_20240211,8543,16,0
114_0_20240211,8542,17,0
114_0_20240211,8540,18,0
114_0_20240211,9525,19,1
18_1_20240211,7241,0,1
18_1_20240211,7240,1,0
18_1_20240211,7239,2,0
18_1_20240211,7238,3,0
18_1_20240211,7237,4,0
18_1_20240211,7236,5,0
18_1_20240211,7235,6,0
18_1_20240211,7234,7,0
18_1_20240211,7083,8,1
18_1_20240211,7080,9,0
18_1_20240211,7028,10,0
18_1_20240211,7027,11,0
18_1_20240211,7026,12,1
18_1_20240211,7025,13,0
18_1_20240211,7024,14,0
18_1_20240211,7023,15,0
18_1_20240211,7022,16,0
18_1_20240211,7021,17,0
18_1_20240211,7020,18,0
18_1_20240211,7019,19,0
18_1_20240211,7018,20,0
18_1_20240211,7017,21,1
18_1_20240211,7918,22,0
18_1_20240211,7917,23,0
18_1_20240211,7915,24,0
18_1_20240211,7914,25,1
18_1_20240211,7913,26,0
18_1_20240211,7912,27,0
18_1_20240211,7911,28,0
18_1_20240211,7909,29,1
18_1_20240211,7908,30,0
18_1_20240211,7907,31,0
18_1_20240211,5914,32,0
18_1_20240211,5915,33,1
18_1_20240211,5916,34,0
18_1_20240211,5917,35,0
18_1_20240211,5918,36,0
18_1_20240211,5319,37,1
18_1_20240211,5320,38,0
18_1_20240211,5321,39,0
18_1_20240211,5322,40,0
18_1_20240211,5323,41,0
18_1_20240211,5324,42,0
18_1_20240211,5325,43,0
18_1_20240211,5326,44,0
18_1_20240211,5327,45,0
18_1_20240211,5328,46,0
18_1_20240211,5329,47,0
18_1_20240211,5330,48,0
18_1_20240211,5331,49,0
18_1_20240211,5332,50,1
114_1_20240211,9525,0,1
114_1_20240211,9540,1,0
114_1_20240211,9541,2,0
114_1_20240211,9542,3,0
114_1_20240211,9543,4,0
114_1_20240211,9544,5,0
114_1_20240211,9545,6,0
114_1_20240211,9546,7,0
114_1_20240211,9548,8,1
114_1_20240211,9550,9,0
114_1_20240211,9551,10,0
114_1_20240211,9552,11,0
114_1_20240211,9553,12,0
114_1_20240211,9554,13,0
114_1_20240211,9555,14,0
114_1_20240211,9556,15,0
114_1_20240211,9558,16,0
114_1_20240211,9559,17,1
114_1_20240211,9538,18,0
114_1_20240211,9539,19,0
114_1_20240211,8582,20,0
114_1_20240211,8580,21,1
18_0_20240211,4332,0,1
18_0_20240211,4331,1,0
18_0_20240211,4330,2,0
18_0_20240211,4329,3,0
18_0_20240211,4328,4,0
18_0_20240211,4327,5,0
18_0_20240211,4326,6,0
18_0_20240211,4325,7,0
18_0_20240211,4324,8,0
18_0_20240211,4323,9,0
18_0_20240211,4322,10,0
18_0_20240211,4321,11,0
18_0_20240211,4320,12,0
18_0_20240211,4319,13,1
18_0_20240211,4918,14,0
18_0_20240211,4917,15,0
18_0_20240211,4916,16,0
18_0_20240211,4915,17,1
18_0_20240211,6906,18,0
18_0_20240211,6908,19,0
18_0_20240211,6909,20,1
18_0_20240211,6911,21,0
18_0_20240211,6913,22,0
18_0_20240211,6914,23,1
18_0_20240211,6915,24,0
18_0_20240211,6917,25,0
18_0_20240211,6918,26,0
18_0_20240211,6055,27,1
18_0_20240211,6019,28,0
18_0_20240211,6021,29,0
18_0_20240211,6022,30,0
18_0_20240211,6023,31,0
18_0_20240211,6024,32,0
18_0_20240211,6025,33,0
18_0_20240211,6026,34,0
18_0_20240211,6224,35,1
18_0_20240211,6027,36,0
18_0_20240211,6028,37,0
18_0_20240211,6080,38,0
18_0_20240211,6081,39,1
18_0_20240211,6234,40,0
18_0_20240211,6235,41,0
18_0_20240211,6236,42,0
18_0_20240211,6237,43,0
18_0_20240211,6238,44,0
18_0_20240211,6239,45,0
18_0_20240211,6240,46,0
18_0_20240211,6241,47,1
717_0_20240211,6011,0,1
717_0_20240211,6014,1,0
717_0_20240211,6015,2,0
717_0_20240211,6055,3,0
717_0_20240211,6019,4,0
717_0_20240211,6021,5,0
717_0_20240211,6022,6,0
717_0_20240211,6023,7,0
717_0_20240211,6024,8,0
717_0_20240211,6025,9,0
717_0_20240211,6026,10,0
717_0_20240211,6224,11,0
717_0_20240211,6027,12,0
717_0_20240211,6028,13,0
717_0_20240211,6080,14,0
717_0_20240211,6081,15,0
717_0_20240211,6087,16,0
717_0_20240211,6088,17,0
717_0_20240211,6089,18,0
717_0_20240211,6036,19,0
717_0_20240211,6037,20,0
717_0_20240211,6038,21,0
717_0_20240211,6039,22,0
717_0_20240211,6040,23,0
717_0_20240211,6041,24,0
717_0_20240211,6042,25,0
717_0_20240211,7042,26,1
465_0_20240211,2527,0,1
465_0_20240211,2533,1,0
465_0_20240211,2525,2,1
465_0_20240211,2511,3,0
465_0_20240211,2622,4,0
465_0_20240211,2623,5,0
465_0_20240211,2535,6,0
465_0_20240211,2583,7,0
465_0_20240211,2625,8,0
465_0_20240211,2627,9,0
465_0_20240211,2628,10,0
465_0_20240211,2629,11,0
465_0_20240211,2751,12,1
465_0_20240211,2503,13,0
465_0_20240211,2501,14,0
465_0_20240211,2504,15,0
465_0_20240211,2506,16,0
465_0_20240211,2508,17,0
465_0_20240211,2510,18,0
465_0_20240211,2512,19,0
465_0_20240211,2514,20,0
465_0_20240211,2516,21,0
465_0_20240211,2518,22,0
465_0_20240211,2520,23,0
465_0_20240211,2522,24,0
465_0_20240211,2524,25,0
465_0_20240211,2526,26,0
465_0_20240211,2528,27,0
465_0_20240211,2530,28,0
465_0_20240211,2532,29,0
465_0_20240211,2534,30,0
465_0_20240211,2536,31,0
465_0_20240211,2538,32,0
465_0_20240211,2540,33,0
465_0_20240211,2541,34,0
465_0_20240211,2543,35,0
465_0_20240211,2712,36,0
465_0_20240211,2547,37,0
465_0_20240211,2549,38,0
465_0_20240211,2716,39,0
465_0_20240211,2718,40,0
465_0_20240211,2720,41,0
465_0_20240211,2722,42,0
465_0_20240211,2724,43,0
465_0_20240211,2726,44,0
465_0_20240211,2728,45,0
465_0_20240211,2730,46,0
465_0_20240211,2732,47,0
465_0_20240211,2734,48,0
465_0_20240211,2736,49,0
465_0_20240211,2738,50,0
465_0_20240211,2740,51,0
465_0_20240211,2744,52,1
901_0_20240211,8461,0,1
901_0_20240211,9463,1,0
901_0_20240211,9464,2,0
901_0_20240211,9465,3,0
901_0_20240211,9466,4,0
901_0_20240211,9567,5,0
901_0_20240211,9568,6,0
901_0_20240211,9569,7,0
901_0_20240211,9570,8,0
901_0_20240211,9571,9,0
901_0_20240211,9572,10,0
901_0_20240211,9573,11,0
901_0_20240211,9574,12,0
901_0_20240211,9575,13,0
901_0_20240211,8579,14,1
901_0_20240211,9583,15,0
901_0_20240211,9584,16,0
901_0_20240211,9585,17,0
901_0_20240211,9586,18,0
901_0_20240211,9587,19,0
901_0_20240211,9688,20,0
901_0_20240211,9689,21,0
901_0_20240211,9690,22,0
901_0_20240211,9691,23,0
901_0_20240211,9692,24,0
901_0_20240211,9693,25,0
901_0_20240211,9694,26,0
901_0_20240211,9601,27,0
901_0_20240211,9602,28,0
901_0_20240211,9604,29,0
901_0_20240211,9605,30,1
465_1_20240211,2738,0,1
465_1_20240211,2740,1,0
465_1_20240211,2744,2,0
465_1_20240211,2748,3,0
465_1_20240211,2750,4,0
465_1_20240211,2752,5,0
465_1_20240211,2754,6,0
465_1_20240211,2756,7,0
465_1_20240211,2758,8,0
465_1_20240211,2760,9,0
465_1_20240211,2761,10,0
465_1_20240211,2762,11,0
465_1_20240211,2764,12,0
465_1_20240211,2765,13,0
465_1_20240211,2768,14,0
465_1_20240211,2554,15,0
465_1_20240211,2556,16,0
465_1_20240211,2558,17,0
465_1_20240211,2560,18,0
465_1_20240211,2562,19,0
465_1_20240211,2564,20,0
465_1_20240211,2566,21,0
465_1_20240211,2568,22,0
465_1_20240211,2570,23,0
465_1_20240211,2572,24,0
465_1_20240211,2574,25,0
465_1_20240211,2576,26,0
465_1_20240211,2578,27,0
465_1_20240211,2580,28,0
465_1_20240211,2582,29,0
465_1_20240211,2584,30,0
465_1_20240211,2586,31,0
465_1_20240211,2588,32,0
465_1_20240211,2590,33,0
465_1_20240211,2592,34,0
465_1_20240211,2501,35,0
465_1_20240211,2503,36,0
465_1_20240211,2742,37,1
465_1_20240211,2521,38,0
465_1_20240211,2523,39,0
465_1_20240211,2610,40,0
465_1_20240211,2505,41,0
465_1_20240211,2612,42,0
465_1_20240211,2613,43,0
465_1_20240211,2583,44,0
465_1_20240211,2625,45,0
465_1_20240211,2616,46,0
465_1_20240211,2617,47,0
465_1_20240211,2619,48,0
465_1_20240211,2527,49,1
465_1_20240211,2533,50,0
465_1_20240211,2525,51,1
901_1_20240211,8607,0,1
901_1_20240211,8604,1,0
901_1_20240211,8602,2,0
901_1_20240211,8601,3,0
901_1_20240211,8694,4,0
901_1_20240211,8693,5,0
901_1_20240211,8692,6,0
901_1_20240211,8691,7,0
901_1_20240211,8690,8,0
901_1_20240211,8689,9,0
901_1_20240211,8588,10,0
901_1_20240211,8587,11,0
901_1_20240211,8586,12,0
901_1_20240211,8585,13,0
901_1_20240211,8584,14,0
901_1_20240211,9580,15,1
901_1_20240211,8575,16,0
901_1_20240211,8573,17,0
901_1_20240211,8572,18,0
901_1_20240211,8571,19,0
901_1_20240211,8570,20,0
901_1_20240211,8569,21,0
901_1_20240211,8568,22,0
901_1_20240211,8467,23,0
901_1_20240211,8466,24,0
901_1_20240211,8465,25,0
901_1_20240211,8464,26,0
901_1_20240211,8463,27,0
901_1_20240211,8461,28,1
442_0_20240211,2032,0,1
442_0_20240211,2781,1,0
442_0_20240211,2500,2,0
442_0_20240211,2502,3,0
442_0_20240211,2504,4,0
442_0_20240211,2506,5,0
442_0_20240211,2508,6,0
442_0_20240211,2510,7,0
442_0_20240211,2512,8,0
442_0_20240211,2514,9,0
442_0_20240211,2516,10,0
442_0_20240211,2518,11,0
442_0_20240211,2520,12,0
442_0_20240211,2522,13,0
442_0_20240211,2524,14,0
442_0_20240211,2526,15,0
442_0_20240211,2528,16,0
442_0_20240211,2530,17,0
442_0_20240211,2532,18,0
442_0_20240211,2534,19,0
442_0_20240211,2536,20,0
442_0_20240211,2538,21,0
442_0_20240211,2540,22,0
442_0_20240211,2544,23,0
442_0_20240211,2546,24,0
442_0_20240211,2548,25,1
755_0_20240211,6018,0,1
755_0_20240211,7028,1,0
755_0_20240211,7027,2,0
755_0_20240211,7026,3,0
755_0_20240211,7025,4,0
755_0_20240211,7024,5,0
755_0_20240211,7023,6,0
755_0_20240211,7022,7,0
755_0_20240211,7021,8,0
755_0_20240211,7020,9,0
755_0_20240211,7019,10,0
755_0_20240211,7018,11,0
755_0_20240211,7017,12,0
755_0_20240211,7015,13,0
755_0_20240211,7014,14,0
755_0_20240211,7013,15,0
755_0_20240211,7012,16,0
755_0_20240211,6509,17,0
755_0_20240211,5016,18,1
634_0_20240211,3466,0,1
634_0_20240211,3468,1,0
634_0_20240211,3470,2,0
634_0_20240211,3610,3,0
634_0_20240211,3410,4,0
634_0_20240211,3412,5,0
634_0_20240211,3414,6,0
634_0_20240211,3416,7,0
634_0_20240211,3418,8,0
634_0_20240211,3420,9,0
634_0_20240211,3422,10,0
634_0_20240211,3424,11,0
634_0_20240211,3426,12,0
634_0_20240211,3428,13,0
634_0_20240211,3430,14,0
634_0_20240211,3432,15,0
634_0_20240211,3450,16,0
634_0_20240211,3434,17,0
634_0_20240211,3451,18,0
634_0_20240211,3972,19,0
634_0_20240211,3210,20,0
634_0_20240211,3212,21,0
634_0_20240211,3214,22,0
634_0_20240211,3216,23,0
634_0_20240211,3218,24,0
634_0_20240211,3234,25,0
634_0_20240211,3295,26,0
634_0_20240211,3239,27,0
634_0_20240211,3273,28,1
732_0_20240211,5112,0,1
732_0_20240211,4113,1,1
732_0_20240211,5102,2,1
732_0_20240211,5098,3,0
732_0_20240211,6012,4,0
732_0_20240211,6013,5,0
732_0_20240211,6014,6,0
732_0_20240211,6015,7,0
732_0_20240211,6417,8,0
732_0_20240211,6418,9,0
732_0_20240211,6419,10,0
732_0_20240211,6125,11,0
732_0_20240211,6126,12,0
732_0_20240211,6127,13,0
732_0_20240211,6128,14,0
732_0_20240211,6129,15,0
732_0_20240211,6131,16,0
732_0_20240211,6132,17,0
732_0_20240211,6133,18,0
732_0_20240211,6136,19,0
732_0_20240211,6137,20,0
732_0_20240211,6139,21,0
732_0_20240211,6101,22,0
732_0_20240211,6140,23,0
732_0_20240211,6141,24,0
732_0_20240211,6142,25,0
732_0_20240211,6143,26,0
732_0_20240211,6144,27,0
732_0_20240211,6145,28,0
732_0_20240211,6146,29,0
732_0_20240211,6147,30,0
732_0_20240211,6149,31,0
732_0_20240211,6150,32,0
732_0_20240211,6151,33,0
732_0_20240211,6152,34,0
732_0_20240211,6153,35,1
732_0_20240211,6155,36,0
732_0_20240211,6156,37,0
732_0_20240211,6157,38,0
732_0_20240211,6158,39,1
634_1_20240211,3212,0,1
634_1_20240211,3214,1,0
634_1_20240211,3216,2,0
634_1_20240211,3218,3,0
634_1_20240211,3234,4,0
634_1_20240211,3295,5,0
634_1_20240211,3239,6,0
634_1_20240211,3273,7,0
634_1_20240211,3900,8,0
634_1_20240211,3451,9,0
634_1_20240211,3435,10,0
634_1_20240211,3448,11,0
634_1_20240211,3452,12,0
634_1_20240211,3454,13,0
634_1_20240211,3456,14,0
634_1_20240211,3458,15,0
634_1_20240211,3460,16,0
634_1_20240211,3462,17,0
634_1_20240211,3464,18,0
634_1_20240211,3466,19,1
619_0_20240211,5104,0,1
619_0_20240211,4113,1,1
619_0_20240211,5102,2,1
619_0_20240211,5115,3,0
619_0_20240211,5116,4,0
619_0_20240211,5117,5,0
619_0_20240211,5118,6,0
619_0_20240211,5120,7,0
619_0_20240211,5121,8,0
619_0_20240211,5123,9,0
619_0_20240211,5124,10,0
619_0_20240211,5125,11,0
619_0_20240211,5126,12,0
619_0_20240211,5127,13,0
619_0_20240211,5128,14,0
619_0_20240211,5129,15,0
619_0_20240211,5135,16,0
619_0_20240211,4136,17,0
619_0_20240211,4936,18,0
619_0_20240211,4935,19,0
619_0_20240211,4934,20,0
619_0_20240211,4932,21,0
619_0_20240211,4931,22,0
619_0_20240211,4930,23,0
619_0_20240211,4929,24,0
619_0_20240211,4928,25,0
619_0_20240211,4927,26,0
619_0_20240211,4926,27,0
619_0_20240211,4925,28,0
619_0_20240211,4924,29,0
619_0_20240211,4923,30,0
619_0_20240211,4922,31,0
619_0_20240211,4921,32,1
770_0_20240211,6018,0,1
770_0_20240211,6553,1,1
770_0_20240211,7223,2,0
770_0_20240211,7222,3,0
770_0_20240211,6010,4,1
770_0_20240211,6014,5,0
770_0_20240211,6015,6,0
770_0_20240211,7918,7,0
770_0_20240211,7746,8,0
770_0_20240211,6748,9,0
770_0_20240211,6749,10,0
770_0_20240211,6750,11,0
770_0_20240211,6751,12,0
770_0_20240211,6752,13,0
770_0_20240211,6753,14,0
770_0_20240211,6754,15,0
770_0_20240211,6755,16,0
770_0_20240211,7732,17,0
770_0_20240211,7731,18,0
770_0_20240211,7730,19,0
770_0_20240211,7729,20,0
770_0_20240211,7728,21,0
770_0_20240211,7726,22,0
770_0_20240211,7725,23,0
770_0_20240211,7724,24,0
770_0_20240211,7723,25,0
770_0_20240211,7722,26,0
770_0_20240211,7721,27,0
770_0_20240211,7700,28,0
770_0_20240211,7719,29,0
770_0_20240211,6761,30,0
770_0_20240211,6762,31,0
770_0_20240211,6763,32,0
770_0_20240211,6764,33,0
770_0_20240211,6765,34,0
770_0_20240211,6766,35,0
770_0_20240211,6767,36,0
770_0_20240211,6768,37,0
770_0_20240211,6769,38,0
770_0_20240211,6770,39,0
770_0_20240211,6771,40,0
770_0_20240211,6772,41,0
770_0_20240211,6773,42,0
770_0_20240211,7774,43,1
770_1_20240211,7774,0,1
770_1_20240211,7773,1,0
770_1_20240211,7772,2,0
770_1_20240211,7771,3,0
770_1_20240211,7770,4,0
770_1_20240211,7769,5,0
770_1_20240211,7768,6,0
770_1_20240211,7767,7,0
770_1_20240211,7766,8,0
770_1_20240211,7764,9,0
770_1_20240211,7763,10,0
770_1_20240211,7762,11,0
770_1_20240211,7761,12,0
770_1_20240211,6720,13,0
770_1_20240211,6721,14,0
770_1_20240211,6722,15,0
770_1_20240211,6723,16,0
770_1_20240211,6724,17,0
770_1_20240211,6725,18,0
770_1_20240211,6726,19,0
770_1_20240211,6727,20,0
770_1_20240211,6728,21,0
770_1_20240211,6729,22,0
770_1_20240211,6730,23,0
770_1_20240211,6732,24,0
770_1_20240211,7755,25,0
770_1_20240211,7754,26,0
770_1_20240211,7753,27,0
770_1_20240211,7752,28,0
770_1_20240211,7751,29,0
770_1_20240211,7750,30,0
770_1_20240211,7749,31,0
770_1_20240211,7748,32,0
770_1_20240211,6746,33,0
770_1_20240211,6917,34,0
770_1_20240211,6918,35,0
770_1_20240211,7015,36,0
770_1_20240211,7014,37,1
770_1_20240211,6553,38,1
770_1_20240211,6224,39,0
770_1_20240211,6018,40,1
853_1_20240211,9051,0,1
853_1_20240211,9052,1,0
853_1_20240211,9053,2,0
853_1_20240211,9054,3,0
853_1_20240211,9055,4,0
853_1_20240211,9056,5,0
853_1_20240211,9057,6,0
853_1_20240211,9058,7,0
853_1_20240211,9065,8,0
